,train_loss,val_loss,train_r2,train_mae,val_r2,train_rmse,val_rmse,val_mae,batch_size,learning_rate,num_laters,num_neurons
53,0.9947147932050143,1.0188538843783261,-0.0004652844153176461,0.7878300726413727,-0.00031045032122912765,0.9947147786617279,1.018853896856308,0.7941331177949905,128,0.01,10,64
54,0.3464492389473362,0.3542874642981673,0.6515473195258903,0.4374804973602295,0.6521000852714696,0.3464492306113243,0.3542874604463577,0.4435408279299736,256,0.0001,2,16
55,0.3018922458879079,0.3053430086739783,0.6963604955215632,0.40383734703063967,0.6999959549622503,0.3018922463059425,0.3053430050611496,0.4097844585776329,256,0.0001,2,32
56,0.275721254264531,0.2864678396509503,0.7226847636232492,0.38480438888072965,0.7185852923647479,0.27572125643491746,0.2864678367972374,0.3941156342625618,256,0.0001,2,64
57,0.3381744712760853,0.34136432587819276,0.6598735784084404,0.4295539602637291,0.6648281435104423,0.33817448168993,0.34136432558298113,0.4324512854218483,256,0.0001,3,16
58,0.3048564946275073,0.3099174322103554,0.6933798150106765,0.40629270374774934,0.6956028472685155,0.3048565000295639,0.3099174275994301,0.4121604859828949,256,0.0001,3,32
59,0.26887020853581395,0.28229672550311624,0.7295755830043692,0.37980899065732954,0.7226528577867665,0.26887021362781527,0.2822967231273651,0.39148176461458206,256,0.0001,3,64
60,0.3384801823129072,0.3437410324530782,0.6595652897100084,0.4315104827284813,0.6626725503264479,0.33848017901182176,0.34374103844165804,0.4350865721702576,256,0.0001,10,16
61,0.30249404550277426,0.30939858342116733,0.6957599304469647,0.4058483138680458,0.6959313623745453,0.3024940356612206,0.3093985840678215,0.4128156632184982,256,0.0001,10,32
62,0.2672840348635771,0.28670954730994297,0.7311710835658092,0.3791072815656662,0.7184062331942938,0.26728403866291045,0.2867095470428467,0.3941055491566658,256,0.0001,10,64
63,0.28543109754196855,0.2916902130645401,0.7129205291261461,0.3931380107998848,0.7135257277364223,0.28543109595775606,0.29169021397829054,0.3999114647507668,256,0.001,2,16
64,0.2649608368027037,0.2780640716541488,0.7335092308414339,0.3772017627954483,0.726979474718064,0.26496084332466124,0.2780640721321106,0.3895160466432571,256,0.001,2,32
65,0.21639871979382957,0.25183692781149214,0.7823488521574755,0.3425089791417122,0.7527138573652576,0.21639872267842292,0.25183693170547483,0.3695604667067528,256,0.001,2,64
66,0.2914930929092393,0.29790913756444765,0.7068219708519774,0.396377931535244,0.7074415070624991,0.29149308502674104,0.2979091301560402,0.4045220598578453,256,0.001,3,16
67,0.2601133573376121,0.27883809768366363,0.7383801472046236,0.37229944914579394,0.7261432009828425,0.26011335104703903,0.2788380965590477,0.3881421685218811,256,0.001,3,32
68,0.20447488450917645,0.2537720817721115,0.7943433105969653,0.3333397313952446,0.7507109362590372,0.20447488129138947,0.2537720799446106,0.3698325425386429,256,0.001,3,64
69,0.2923048237496775,0.2996904536800564,0.7059989753838982,0.3972948580980301,0.7055482796370178,0.29230482429265975,0.2996904507279396,0.40380663275718687,256,0.001,10,16
70,0.2533909813032387,0.2750278836151339,0.7451461777556643,0.3688851609826088,0.7299236738497037,0.2533909767866135,0.275027884542942,0.38422505408525465,256,0.001,10,32
71,0.20804294250195934,0.2713231552462533,0.7907539328798816,0.3375362128019333,0.7334522891394157,0.20804294496774672,0.27132315635681153,0.37953556329011917,256,0.001,10,64
72,0.2977074330344827,0.30406776502166155,0.7005715136510079,0.4011235773563385,0.7015267606352705,0.29770742505788805,0.3040677607059479,0.4069569259881973,256,0.01,2,16
73,0.2738524028464503,0.2867894094788803,0.7245648003808755,0.3840205028653145,0.7185507885889693,0.27385239899158476,0.28678941130638125,0.39491323232650755,256,0.01,2,32
74,0.25339195690046434,0.27529148348378685,0.7451415939579273,0.3692803278565407,0.7296903678388756,0.25339195430278777,0.2752914845943451,0.3862509399652481,256,0.01,2,64
75,0.291461626838268,0.296495652409657,0.7068533311873544,0.39711597710847857,0.7087882226582563,0.29146163165569305,0.2964956507086754,0.40213741213083265,256,0.01,3,16
76,0.2681498030728929,0.2824887474049938,0.7303027171002366,0.37956250458955765,0.7225293243929003,0.2681498140096664,0.2824887439608574,0.3909394383430481,256,0.01,3,32
77,0.2509875740863645,0.27549315304407535,0.7475618967932025,0.3682674393057823,0.7294003502807136,0.2509875722229481,0.27549314945936204,0.3861051440238953,256,0.01,3,64
78,0.2954160995488334,0.3015482339656578,0.7028759501445316,0.39923525899648665,0.7038838989611776,0.2954161033034325,0.30154823660850527,0.4068025767803192,256,0.01,10,16
79,0.27382213449873044,0.2845759993594773,0.7245952813584104,0.3829376086592674,0.7204441159181059,0.2738221436738968,0.2845760017633438,0.3928352206945419,256,0.01,10,32
80,0.25393840293274655,0.2761584594424041,0.7445929909387965,0.3699784860014915,0.7287238159502575,0.2539384000003338,0.2761584624648094,0.3856897711753845,256,0.01,10,64
